epoch,step,train_loss,val_loss
1,139,0.03684653341770172,
1,140,0.028460124507546425,
1,141,0.038986820727586746,
1,142,0.030996214598417282,
1,143,0.03828349709510803,
1,144,0.024537594988942146,
1,145,0.021475935354828835,
1,146,0.03437749668955803,
1,147,0.03134024143218994,
1,148,0.028582336381077766,
1,149,0.02078377455472946,
1,150,0.03308190777897835,
1,151,0.05018709972500801,
1,152,0.023493114858865738,
1,153,0.0274596456438303,
1,154,0.02441084012389183,
1,155,0.03808809816837311,
1,156,0.029807917773723602,
1,157,0.03353152051568031,
1,158,0.0347844734787941,
1,159,0.038168828934431076,
1,160,0.028148619458079338,
1,161,0.03581249713897705,
1,162,0.09029577672481537,
1,163,0.030677108094096184,
1,164,0.022509740665555,
1,165,0.022816600278019905,
1,166,0.02198481373488903,
1,167,0.020980173721909523,
1,168,0.027178602293133736,
1,169,0.027086935937404633,
1,170,0.025018243119120598,
1,171,0.03652817755937576,
1,172,0.032270725816488266,
1,173,0.025920812040567398,
1,174,0.019227681681513786,
1,175,0.027751656249165535,
1,176,0.025362707674503326,
1,177,0.02666768804192543,
1,178,0.031199268996715546,
1,179,0.02234512008726597,
1,180,0.05271496623754501,
1,181,0.02497708424925804,
1,182,0.03195415064692497,
1,183,0.02559048682451248,
1,184,0.04178258404135704,
1,185,0.03165578469634056,
1,186,0.024468660354614258,
1,187,0.022962870076298714,
1,188,0.03171634301543236,
1,189,0.030348798260092735,
1,190,0.02000264823436737,
1,191,0.024675987660884857,
1,192,0.018862808123230934,
1,193,0.022222314029932022,
1,194,0.038968198001384735,
1,195,0.02055325172841549,
1,196,0.02507852204144001,
1,197,0.025304442271590233,
1,198,0.023850196972489357,
1,199,0.02844526618719101,
1,199,,0.024863701313734055
2,200,0.02000284008681774,
2,201,0.023110227659344673,
2,202,0.03681083396077156,
2,203,0.027399428188800812,
2,204,0.02816418744623661,
2,205,0.029368806630373,
2,206,0.037871889770030975,
2,207,0.032152436673641205,
2,208,0.02170729823410511,
2,209,0.027803678065538406,
2,210,0.02808741293847561,
2,211,0.034488823264837265,
2,212,0.03435773402452469,
2,213,0.017313551157712936,
2,214,0.02743656188249588,
2,215,0.018138937652111053,
2,216,0.02141663245856762,
2,217,0.03894810006022453,
2,218,0.040236733853816986,
2,219,0.022243719547986984,
2,220,0.025768378749489784,
2,221,0.024681273847818375,
2,222,0.022832388058304787,
2,223,0.020429126918315887,
2,224,0.017697008326649666,
2,225,0.030315542593598366,
2,226,0.01661752350628376,
2,227,0.03259118273854256,
2,228,0.02233690582215786,
2,229,0.02722836285829544,
2,230,0.04142659157514572,
2,231,0.031014274805784225,
2,232,0.020302962511777878,
2,233,0.02810891531407833,
2,234,0.023479899391531944,
2,235,0.022623881697654724,
2,236,0.025600897148251534,
2,237,0.035902805626392365,
2,238,0.028566211462020874,
2,239,0.0290816780179739,
2,240,0.02710181660950184,
2,241,0.02434513159096241,
2,242,0.020786739885807037,
2,243,0.033483706414699554,
2,244,0.02662559598684311,
2,245,0.02516518160700798,
2,246,0.021266987547278404,
2,247,0.02773820422589779,
2,248,0.03604361042380333,
2,249,0.02078859880566597,
2,250,0.03181443363428116,
2,251,0.029086630791425705,
2,252,0.020308030769228935,
2,253,0.023437276482582092,
2,254,0.027445970103144646,
2,255,0.02771773748099804,
2,256,0.029908815398812294,
2,257,0.021039526909589767,
2,258,0.020678168162703514,
2,259,0.025894880294799805,
2,260,0.021941032260656357,
2,261,0.016137944534420967,
2,262,0.030988089740276337,
2,263,0.02214055135846138,
2,264,0.02221709117293358,
2,265,0.02034885436296463,
2,266,0.02436508797109127,
2,267,0.02887958474457264,
2,268,0.020266111940145493,
2,269,0.03211405500769615,
2,270,0.01864393800497055,
2,271,0.03512430191040039,
2,272,0.03168139234185219,
2,273,0.02703815884888172,
2,274,0.024515338242053986,
2,275,0.04414844512939453,
2,276,0.023508602753281593,
2,277,0.026736244559288025,
2,278,0.11570430546998978,
2,279,0.02303217723965645,
2,280,0.027365900576114655,
2,281,0.02399972453713417,
2,282,0.023647615686058998,
2,283,0.025136880576610565,
2,284,0.020915675908327103,
2,285,0.02415776439011097,
2,286,0.025271298363804817,
2,287,0.022285355255007744,
2,288,0.019997214898467064,
2,289,0.018558524549007416,
2,290,0.03346575051546097,
2,291,0.025037046521902084,
2,292,0.023835228756070137,
2,293,0.022839611396193504,
2,294,0.015481114387512207,
2,295,0.015326281078159809,
2,296,0.02330717444419861,
2,297,0.015493460930883884,
2,298,0.025806324556469917,
2,299,0.020624250173568726,
2,299,,0.02050119824707508
3,300,0.019797716289758682,
3,301,0.020467441529035568,
3,302,0.03443784639239311,
3,303,0.018971620127558708,
3,304,0.030043430626392365,
3,305,0.022089235484600067,
3,306,0.018736915662884712,
3,307,0.020765520632267,
3,308,0.019804013893008232,
3,309,0.02395573817193508,
3,310,0.037962935864925385,
3,311,0.02281736396253109,
3,312,0.02028973586857319,
3,313,0.029633115977048874,
3,314,0.016827210783958435,
3,315,0.020865820348262787,
3,316,0.025337550789117813,
3,317,0.0196766909211874,
3,318,0.02092421054840088,
3,319,0.025356918573379517,
3,320,0.021220402792096138,
3,321,0.02347675710916519,
3,322,0.019636932760477066,
3,323,0.017115777358412743,
3,324,0.015307712368667126,
3,325,0.02530643343925476,
3,326,0.02795255556702614,
3,327,0.01562543399631977,
3,328,0.017590420320630074,
3,329,0.020568232983350754,
3,330,0.023853294551372528,
3,331,0.03152220696210861,
3,332,0.01936277560889721,
3,333,0.02197752334177494,
3,334,0.015373175032436848,
3,335,0.024392081424593925,
3,336,0.019831068813800812,
3,337,0.01869145967066288,
3,338,0.019692299887537956,
3,339,0.01496098842471838,
3,340,0.02137196809053421,
3,341,0.02465638518333435,
3,342,0.019820159301161766,
3,343,0.02528715319931507,
3,344,0.01819647289812565,
3,345,0.019266752526164055,
3,346,0.0190183874219656,
3,347,0.02137836627662182,
3,348,0.029524078592658043,
3,349,0.017604762688279152,
3,350,0.021179074421525,
3,351,0.019383825361728668,
3,352,0.025367550551891327,
3,353,0.021495098248124123,
3,354,0.019757460802793503,
3,355,0.021403392776846886,
3,356,0.01596035435795784,
3,357,0.016582360491156578,
3,358,0.018619311973452568,
3,359,0.02885214239358902,
3,360,0.0171976238489151,
3,361,0.01369844377040863,
3,362,0.026554739102721214,
3,363,0.01604669727385044,
3,364,0.018129339441657066,
3,365,0.020277319476008415,
3,366,0.020997261628508568,
3,367,0.020927000790834427,
3,368,0.014223708771169186,
3,369,0.058015432208776474,
3,370,0.021801795810461044,
3,371,0.021406006067991257,
3,372,0.02482003904879093,
3,373,0.017398687079548836,
3,374,0.02855364792048931,
3,375,0.020939111709594727,
3,376,0.020864548161625862,
3,377,0.023970259353518486,
3,378,0.02486034482717514,
3,379,0.04723135754466057,
3,380,0.030501589179039,
3,381,0.015296079218387604,
3,382,0.01676642708480358,
3,383,0.031680844724178314,
3,384,0.017004629597067833,
3,385,0.021108534187078476,
3,386,0.02316620759665966,
3,387,0.01992817223072052,
3,388,0.022777384147047997,
3,389,0.020653681829571724,
3,390,0.021394681185483932,
3,391,0.02283729612827301,
3,392,0.021656669676303864,
3,393,0.021042659878730774,
3,394,0.023109376430511475,
3,395,0.019346848130226135,
3,396,0.029869964346289635,
3,397,0.026312196627259254,
3,398,0.014265323057770729,
3,399,0.020746883004903793,
3,399,,0.017852693796157837
4,400,0.027731692418456078,
4,401,0.021711068227887154,
4,402,0.021846972405910492,
4,403,0.03717135265469551,
4,404,0.016248371452093124,
4,405,0.031015951186418533,
4,406,0.017752375453710556,
4,407,0.021598022431135178,
4,408,0.05803397670388222,
4,409,0.017449917271733284,
4,410,0.017644444480538368,
4,411,0.018751807510852814,
4,412,0.03355780988931656,
4,413,0.017047865316271782,
4,414,0.018273016437888145,
4,415,0.01709313876926899,
4,416,0.01651749014854431,
4,417,0.01945888251066208,
4,418,0.03109033592045307,
4,419,0.017142711207270622,
4,420,0.0257756058126688,
4,421,0.01697268895804882,
4,422,0.02132522687315941,
4,423,0.01366441324353218,
4,424,0.013447830453515053,
4,425,0.013687705621123314,
4,426,0.016015363857150078,
4,427,0.018640786409378052,
4,428,0.02285398729145527,
4,429,0.02281924895942211,
4,430,0.020783137530088425,
4,431,0.016355521976947784,
4,432,0.013252608478069305,
4,433,0.021672580391168594,
4,434,0.02472585067152977,
4,435,0.012889457866549492,
4,436,0.010516584850847721,
4,437,0.015581524930894375,
4,438,0.022165141999721527,
4,439,0.018002629280090332,
4,440,0.02582887001335621,
4,441,0.01938459649682045,
4,442,0.019611455500125885,
4,443,0.022782063111662865,
4,444,0.02458498254418373,
4,445,0.018866682425141335,
4,446,0.019146770238876343,
4,447,0.020489849150180817,
4,448,0.01460091769695282,
4,449,0.018995365127921104,
4,450,0.013688790611922741,
4,451,0.01369121391326189,
4,452,0.016992948949337006,
4,453,0.026149217039346695,
4,454,0.014752776362001896,
4,455,0.019664308056235313,
4,456,0.025094445794820786,
4,457,0.023431159555912018,
4,458,0.01628260500729084,
4,459,0.01636345498263836,
4,460,0.020062532275915146,
4,461,0.024951405823230743,
4,462,0.01369103416800499,
4,463,0.01451290212571621,
4,464,0.01604503206908703,
4,465,0.09280454367399216,
4,466,0.021168846637010574,
4,467,0.015684371814131737,
4,468,0.02286040037870407,
4,469,0.01970619708299637,
4,470,0.024963559582829475,
4,471,0.013392310589551926,
4,472,0.021403182297945023,
4,473,0.019761033356189728,
4,474,0.02532021328806877,
4,475,0.015397544950246811,
4,476,0.016805386170744896,
4,477,0.02050847001373768,
4,478,0.019992221146821976,
4,479,0.01828206144273281,
4,480,0.016819413751363754,
4,481,0.017794964835047722,
4,482,0.017742041498422623,
4,483,0.01577289216220379,
4,484,0.017567172646522522,
4,485,0.018469829112291336,
4,486,0.02743186056613922,
4,487,0.01450083777308464,
4,488,0.014052285812795162,
4,489,0.0147390216588974,
4,490,0.015063229948282242,
4,491,0.01615932397544384,
4,492,0.017892006784677505,
4,493,0.019978221505880356,
4,494,0.01665014773607254,
4,495,0.018928971141576767,
4,496,0.015911981463432312,
4,497,0.016680492088198662,
4,498,0.022484397515654564,
4,499,0.014872074127197266,
4,499,,0.014899767003953457
5,500,0.02927611581981182,
5,501,0.01920151896774769,
5,502,0.016676541417837143,
5,503,0.016907017678022385,
5,504,0.020100604742765427,
5,505,0.019242091104388237,
5,506,0.015118132345378399,
5,507,0.016794417053461075,
5,508,0.018483966588974,
5,509,0.01892324723303318,
5,510,0.012396576814353466,
5,511,0.015589194372296333,
5,512,0.015223749913275242,
5,513,0.02165106311440468,
5,514,0.018998321145772934,
5,515,0.014435484074056149,
5,516,0.019764570519328117,
5,517,0.015241277404129505,
5,518,0.01819976419210434,
5,519,0.017840079963207245,
5,520,0.016798298805952072,
5,521,0.013899469748139381,
5,522,0.019756818190217018,
5,523,0.015243318863213062,
5,524,0.026723310351371765,
5,525,0.013125560246407986,
5,526,0.017686396837234497,
5,527,0.01665046252310276,
5,528,0.03165469318628311,
5,529,0.01446552574634552,
5,530,0.014236687682569027,
5,531,0.017787182703614235,
5,532,0.02073814906179905,
5,533,0.01575562357902527,
5,534,0.027615448459982872,
5,535,0.017332153394818306,
5,536,0.016944734379649162,
5,537,0.016789747402071953,
5,538,0.016804086044430733,
5,539,0.01204065140336752,
5,540,0.019642336294054985,
5,541,0.013134146109223366,
5,542,0.04507564380764961,
5,543,0.014829850755631924,
5,544,0.02219119481742382,
5,545,0.019176507368683815,
5,546,0.014238822273910046,
5,547,0.01994754932820797,
5,548,0.0346967950463295,
5,549,0.03314635157585144,
5,550,0.016810497269034386,
5,551,0.019835837185382843,
5,552,0.021787649020552635,
5,553,0.01841932348906994,
5,554,0.022874854505062103,
5,555,0.013150988146662712,
5,556,0.017305850982666016,
5,557,0.024976821616292,
5,558,0.018111972138285637,
5,559,0.018371252343058586,
5,560,0.018546195700764656,
5,561,0.02680935151875019,
5,562,0.015228552743792534,
5,563,0.02148783765733242,
5,564,0.023083634674549103,
5,565,0.01641317829489708,
5,566,0.023039011284708977,
5,567,0.018258458003401756,
5,568,0.016296060755848885,
5,569,0.01685194857418537,
5,570,0.015190819278359413,
5,571,0.024673955515027046,
5,572,0.016495080664753914,
5,573,0.01420893520116806,
5,574,0.01329775433987379,
5,575,0.013789421878755093,
5,576,0.018994709476828575,
5,577,0.01365474984049797,
5,578,0.012888327240943909,
5,579,0.014317275956273079,
5,580,0.01286129467189312,
5,581,0.023096250370144844,
5,582,0.015691569074988365,
5,583,0.024571876972913742,
5,584,0.0236244797706604,
5,585,0.00916540902107954,
5,586,0.02196458913385868,
5,587,0.012661123648285866,
5,588,0.014746680855751038,
5,589,0.022156212478876114,
5,590,0.02524101734161377,
5,591,0.016077149659395218,
5,592,0.019340144470334053,
5,593,0.01834573782980442,
5,594,0.016041621565818787,
5,595,0.022685393691062927,
5,596,0.02116492949426174,
5,597,0.024769838899374008,
5,598,0.01763579249382019,
5,599,0.014001628383994102,
5,599,,0.01854599267244339
6,600,0.018711216747760773,
6,601,0.01296782586723566,
6,602,0.02236328274011612,
6,603,0.02716696634888649,
6,604,0.025490792468190193,
6,605,0.015206780284643173,
6,606,0.012386197224259377,
6,607,0.011752227321267128,
6,608,0.01893262006342411,
6,609,0.014133885502815247,
6,610,0.020430849865078926,
6,611,0.02071150578558445,
6,612,0.0657987892627716,
6,613,0.01748201996088028,
6,614,0.018498411402106285,
6,615,0.018262112513184547,
6,616,0.02760990709066391,
6,617,0.011619001626968384,
6,618,0.013981439173221588,
6,619,0.014219231903553009,
6,620,0.021400989964604378,
6,621,0.0166550874710083,
6,622,0.01525173895061016,
6,623,0.02146082930266857,
6,624,0.03130285441875458,
6,625,0.03216737508773804,
6,626,0.017069529742002487,
6,627,0.02092830277979374,
6,628,0.023852864280343056,
6,629,0.013472135178744793,
6,630,0.017977746203541756,
6,631,0.010842807590961456,
6,632,0.018393483012914658,
6,633,0.013124223798513412,
6,634,0.021210426464676857,
6,635,0.018159566447138786,
6,636,0.0138546172529459,
6,637,0.02218594029545784,
6,638,0.01747296191751957,
6,639,0.012128407135605812,
6,640,0.011726618744432926,
6,641,0.019714845344424248,
6,642,0.014697830192744732,
6,643,0.01825910434126854,
6,644,0.014978227205574512,
6,645,0.017458416521549225,
6,646,0.028378160670399666,
6,647,0.01926688477396965,
6,648,0.02286473661661148,
6,649,0.01746148243546486,
6,650,0.014511843211948872,
6,651,0.011653130874037743,
6,652,0.018978547304868698,
6,653,0.01357158925384283,
6,654,0.01923447474837303,
6,655,0.013597773388028145,
6,656,0.025081945583224297,
6,657,0.025227015838027,
6,658,0.014016831293702126,
6,659,0.018668444827198982,
6,660,0.018077602609992027,
6,661,0.02094392105937004,
6,662,0.016948111355304718,
6,663,0.03054415062069893,
6,664,0.02666185237467289,
6,665,0.018137061968445778,
6,666,0.014127001166343689,
6,667,0.021624132990837097,
6,668,0.015213479287922382,
6,669,0.04019375890493393,
6,670,0.015793630853295326,
6,671,0.015245948918163776,
6,672,0.015534795820713043,
6,673,0.017559746280312538,
6,674,0.014837000519037247,
6,675,0.018307112157344818,
6,676,0.0171732846647501,
6,677,0.024068517610430717,
6,678,0.02310163341462612,
6,679,0.013076826930046082,
6,680,0.01841975562274456,
6,681,0.018477393314242363,
6,682,0.015483997762203217,
6,683,0.03791984170675278,
6,684,0.01677427813410759,
6,685,0.014920827932655811,
6,686,0.014440890401601791,
6,687,0.030882949009537697,
6,688,0.014637661166489124,
6,689,0.020126188173890114,
6,690,0.013022363185882568,
6,691,0.014636698178946972,
6,692,0.01021411269903183,
6,693,0.033519770950078964,
6,694,0.011077936738729477,
6,695,0.015611131675541401,
6,696,0.020947763696312904,
6,697,0.01220493484288454,
6,698,0.015511872246861458,
6,699,0.026656748726963997,
6,699,,0.0128786601126194
7,700,0.010895231738686562,
7,701,0.015054301358759403,
7,702,0.016678713262081146,
7,703,0.015714436769485474,
7,704,0.011015040799975395,
7,705,0.022123174741864204,
7,706,0.019781408831477165,
7,707,0.02041293866932392,
7,708,0.021595463156700134,
7,709,0.021891925483942032,
7,710,0.010702184401452541,
7,711,0.01750732958316803,
7,712,0.01620633900165558,
7,713,0.01765662059187889,
7,714,0.021246323361992836,
7,715,0.00935591384768486,
7,716,0.01502256840467453,
7,717,0.02327253483235836,
7,718,0.010606941767036915,
7,719,0.02853882871568203,
7,720,0.014910200610756874,
7,721,0.01617162488400936,
7,722,0.017125416547060013,
7,723,0.017169514670968056,
7,724,0.015597701072692871,
7,725,0.03207514435052872,
7,726,0.017128102481365204,
7,727,0.04726351425051689,
7,728,0.035540029406547546,
7,729,0.014571364969015121,
7,730,0.019144875928759575,
7,731,0.019617563113570213,
7,732,0.01380943600088358,
7,733,0.012294906191527843,
7,734,0.01945512555539608,
7,735,0.016851158812642097,
7,736,0.013507717289030552,
7,737,0.018470758572220802,
7,738,0.0174424909055233,
7,739,0.024039773270487785,
7,740,0.01769132725894451,
7,741,0.014766662381589413,
7,742,0.014368743635714054,
7,743,0.019206587225198746,
7,744,0.016593478620052338,
7,745,0.013192297890782356,
7,746,0.011995295062661171,
7,747,0.011300964280962944,
7,748,0.012014821171760559,
7,749,0.019440574571490288,
7,750,0.009264020249247551,
7,751,0.011093898676335812,
7,752,0.0167948380112648,
7,753,0.02212640456855297,
7,754,0.024252701550722122,
7,755,0.015226305462419987,
7,756,0.011521054431796074,
7,757,0.014811412431299686,
7,758,0.03158649057149887,
7,759,0.015638114884495735,
7,760,0.01085500419139862,
7,761,0.01999622769653797,
7,762,0.014306123368442059,
7,763,0.01962106302380562,
7,764,0.01732310652732849,
7,765,0.011013324372470379,
7,766,0.03509736806154251,
7,767,0.013008704409003258,
7,768,0.01996993087232113,
7,769,0.017428835853934288,
7,770,0.015822647139430046,
7,771,0.01887446455657482,
7,772,0.016246702522039413,
7,773,0.013903635554015636,
7,774,0.016351427882909775,
7,775,0.01436141598969698,
7,776,0.00973097700625658,
7,777,0.019185025244951248,
7,778,0.018054015934467316,
7,779,0.0537400059401989,
7,780,0.0158318430185318,
7,781,0.00979463942348957,
7,782,0.013688680715858936,
7,783,0.01618717797100544,
7,784,0.011063163168728352,
7,785,0.011176888830959797,
7,786,0.020519904792308807,
7,787,0.012789616361260414,
7,788,0.014841722324490547,
7,789,0.01201904658228159,
7,790,0.018949927762150764,
7,791,0.019001729786396027,
7,792,0.01485887449234724,
7,793,0.013597102835774422,
7,794,0.01476165559142828,
7,795,0.02388068288564682,
7,796,0.017363140359520912,
7,797,0.024521727114915848,
7,798,0.014269930310547352,
7,799,0.022583846002817154,
7,799,,0.013067499734461308
8,800,0.02815413661301136,
8,801,0.01338594127446413,
8,802,0.021426789462566376,
8,803,0.015668798238039017,
8,804,0.015159145928919315,
8,805,0.012850482016801834,
8,806,0.013200699351727962,
8,807,0.029598109424114227,
8,808,0.017153069376945496,
8,809,0.014605310745537281,
8,810,0.013516797684133053,
8,811,0.013723302632570267,
8,812,0.011648377403616905,
8,813,0.043919846415519714,
8,814,0.01731676049530506,
8,815,0.014989838935434818,
8,816,0.017477892339229584,
8,817,0.011004055850207806,
8,818,0.01564086601138115,
8,819,0.018329361453652382,
8,820,0.019100261852145195,
8,821,0.013172978535294533,
8,822,0.01512677501887083,
8,823,0.013355718925595284,
8,824,0.02181149460375309,
8,825,0.016370993107557297,
8,826,0.017526667565107346,
8,827,0.013500700704753399,
8,828,0.02253386378288269,
8,829,0.05230783298611641,
8,830,0.017563391476869583,
8,831,0.014692907221615314,
8,832,0.015582574531435966,
8,833,0.017359793186187744,
8,834,0.01499087642878294,
8,835,0.010970008559525013,
8,836,0.012146244756877422,
8,837,0.01628592424094677,
8,838,0.013407226651906967,
8,839,0.01018743496388197,
8,840,0.01778573915362358,
8,841,0.014402602799236774,
8,842,0.018877603113651276,
8,843,0.012865368276834488,
8,844,0.013600719161331654,
8,845,0.012877849861979485,
8,846,0.013365428894758224,
8,847,0.014343123883008957,
8,848,0.014904996380209923,
8,849,0.022372020408511162,
8,850,0.013418592512607574,
8,851,0.012823549099266529,
8,852,0.015497622080147266,
8,853,0.015588200651109219,
8,854,0.013308136723935604,
8,855,0.021265052258968353,
8,856,0.016299717128276825,
8,857,0.020357254892587662,
8,858,0.015570858493447304,
8,859,0.011906974948942661,
8,860,0.018809961155056953,
8,861,0.011657286435365677,
8,862,0.016121523454785347,
8,863,0.023047063499689102,
8,864,0.010677583515644073,
8,865,0.021450944244861603,
8,866,0.016489367932081223,
8,867,0.019304364919662476,
8,868,0.018765578046441078,
8,869,0.013231529854238033,
8,870,0.011563654989004135,
8,871,0.014509562402963638,
8,872,0.012973244301974773,
8,873,0.011141020804643631,
8,874,0.01934071071445942,
8,875,0.011820456013083458,
8,876,0.016939975321292877,
8,877,0.016715407371520996,
8,878,0.01153459120541811,
8,879,0.01074213907122612,
8,880,0.011255083605647087,
8,881,0.010176870971918106,
8,882,0.011351942084729671,
8,883,0.017618387937545776,
8,884,0.016982227563858032,
8,885,0.02558269537985325,
8,886,0.014600559137761593,
8,887,0.015479584224522114,
8,888,0.019962875172495842,
8,889,0.010217474773526192,
8,890,0.014118030667304993,
8,891,0.015194208361208439,
8,892,0.015660060569643974,
8,893,0.013705999590456486,
8,894,0.011555306613445282,
8,895,0.01101815328001976,
8,896,0.01329907588660717,
8,897,0.009996511042118073,
8,898,0.01269134134054184,
8,899,0.012606613337993622,
8,899,,0.012752068229019642
9,900,0.012119882740080357,
9,901,0.011347291991114616,
9,902,0.013506087474524975,
9,903,0.015411625616252422,
9,904,0.01245822012424469,
9,905,0.009955119341611862,
9,906,0.024826914072036743,
9,907,0.01610172912478447,
9,908,0.010712474584579468,
9,909,0.018283413723111153,
9,910,0.018621493130922318,
9,911,0.02313961088657379,
9,912,0.011389710009098053,
9,913,0.010776687413454056,
9,914,0.014282514341175556,
9,915,0.010505449026823044,
9,916,0.011808803305029869,
9,917,0.011388597078621387,
9,918,0.012302013114094734,
9,919,0.008181826211512089,
9,920,0.013998518697917461,
9,921,0.013743520714342594,
9,922,0.01101623848080635,
9,923,0.01155010610818863,
9,924,0.020112279802560806,
9,925,0.01550694927573204,
9,926,0.013596875593066216,
9,927,0.01701369509100914,
9,928,0.009464973583817482,
9,929,0.011815423145890236,
9,930,0.009789952076971531,
9,931,0.026600506156682968,
9,932,0.015302328392863274,
9,933,0.016891038045287132,
9,934,0.01200240757316351,
9,935,0.015930714085698128,
9,936,0.01816425286233425,
9,937,0.013615542091429234,
9,938,0.01839365065097809,
9,939,0.012664052657783031,
9,940,0.011487800627946854,
9,941,0.01567620038986206,
9,942,0.012263708747923374,
9,943,0.013652458786964417,
9,944,0.036377936601638794,
9,945,0.012784410268068314,
9,946,0.01295541226863861,
9,947,0.014375856146216393,
9,948,0.014986453577876091,
9,949,0.015919864177703857,
9,950,0.017024729400873184,
9,951,0.008975562639534473,
9,952,0.01636952906847,
9,953,0.012503085657954216,
9,954,0.014845996163785458,
9,955,0.018304649740457535,
9,956,0.013456534594297409,
9,957,0.019093437120318413,
9,958,0.013693089596927166,
9,959,0.013014016672968864,
9,960,0.015214472077786922,
9,961,0.010017013177275658,
9,962,0.056741707026958466,
9,963,0.019761553034186363,
9,964,0.012834209017455578,
9,965,0.011554456315934658,
9,966,0.01790435053408146,
9,967,0.012407252565026283,
9,968,0.01133247185498476,
9,969,0.020207026973366737,
9,970,0.013949168846011162,
9,971,0.012509480118751526,
9,972,0.014251540414988995,
9,973,0.01284544263035059,
9,974,0.01755872182548046,
9,975,0.014553917571902275,
9,976,0.014908079989254475,
9,977,0.024246349930763245,
9,978,0.014833328314125538,
9,979,0.04323304817080498,
9,980,0.018508093431591988,
9,981,0.015265725553035736,
9,982,0.016585173085331917,
9,983,0.020775295794010162,
9,984,0.01127058919519186,
9,985,0.020845690742135048,
9,986,0.02370631881058216,
9,987,0.013464811258018017,
9,988,0.010591446422040462,
